index,tweet,created_at,place,lat,lon,humAID_class
673,"""The Honey Run Covered Bridge near Chico â€” the only three-span truss bridge of its kind in the United States â€” destroyed in the #CampFire on November 8-14, 2018 (approximate date range of fire spread), specifically affected by the Camp Fire that ravaged the area around Butte County, particularly in and around Chico, California.""",Wed Nov 14 23:45:36 +0000 2018,Chico,39.7136726,-121.8271487,infrastructure_and_utility_damage
674,"""Dish duty at World Central Kitchen in Paradise, Northern California. Amazing organization feeding 1000â€™s of people here displaced by the Camp Fire (which started on November 8th). My surf holiday joyfully turned into a serve holiday""",Wed Nov 21 18:32:19 +0000 2018,Paradise,39.75131593,-121.6198068,displaced_people_and_evacuations
675,"""@Wendy_H_D @TheLindaRichman @FLOTUS @POTUS How bout you go first. Bahaaaaa yep thats what I THOUGHT! Me? $1000 to the Red Cross, and $1000 to California Wild Fire relief in Paradise, Butte County, CA on November 23rd, 2018, as devastating Camp Fire rages nearby.""",Fri Nov 23 01:27:11 +0000 2018,Paradise,39.77643908,-121.6269536,rescue_volunteering_or_donation_effort
676,"""@deray Why arenâ€™t Californiaâ€™s actors society having telethons to raise money to help all the displaced fire victims in Northern California, specifically those affected by the Camp Fire and Woolsey Fire. Better yet, why arenâ€™t they donating funds and/or lodging, when they have so much they can give to others?""",Wed Nov 21 23:32:07 +0000 2018,Vacaville,38.35655068,-121.9875383,rescue_volunteering_or_donation_effort
677,"""@Percy_Blooms (50K People Died in Paradise, California wildfires?) Paradise Lost # 20 ~ @ 50,000 Murdered !!!A Matter of Genocide. Tweet posted from Paradise, CA on December 4th, around 3:51 PM PST, amid the ongoing Camp Fire disaster.""",Tue Dec 04 21:51:05 +0000 2018,Paradise,39.75469003,-121.6307016,injured_or_dead_people
678,"""Any #hamradio or #Maker folks looking to help in future wildfires (and floods, mudflows, etc.) in Northern California, YOU can help DIRECTLY by putting up a Raspberry Pi with fire department channels into Broadcastify. Here are instructions: November 21st-30th, Magalia, Butte County, CA, USA. Note the critical fire activity from Paradise to Chico. Please prioritize setup near evacuation zones and major roads (e.g., Skyway, Highway 99). Be prepared for changing wind directions and temperature fluctuations.""",Wed Nov 21 21:07:57 +0000 2018,Magalia,39.81317433,-121.5804198,rescue_volunteering_or_donation_effort
679,"""#California: number of #missing from wildfires still rising, as of November 19th, 2018, around 13:53 UTC. Reports indicate a growing concern for those unaccounted for amidst the devastating Malibu area fires near Pepperdine University in Los Angeles County.""",Mon Nov 19 13:53:10 +0000 2018,Pepperdine University (Malibu),34.0449937,-118.7090055,missing_or_found_people
680,"""@DrJennHaythe Yeah your right. I feel bad for almost 30 people that got killed in the Woolsey Fire (11/8-11/22) and I feel bad for people that had to evacuate from Malibu, CA, and I feel bad for people that had to deal with wildfires. Especially California. We need ideas so it could never happen again""",Mon Nov 12 22:41:12 +0000 2018,Malibu,34.0235212,-118.6969059,injured_or_dead_people
681,"""Consider these brews that benefit the #campfire victims: hundreds of breweries volunteered to brew Camp Fire benefit beer with Sierra Nevada via @SFGate, available at the Silver Dollar Fairgrounds in Chico, Butte County, California. Stock up on beer for your #Thanksgiving meal and support a good cause! @SierraNevada""",Tue Nov 20 16:40:51 +0000 2018,Silver Dollar Fairgrounds (Chico),39.70411844,-121.8239692,rescue_volunteering_or_donation_effort
682,"""Kanye West Teams With Adidas to Donate $500,000 to California Wildfire Relief between November 7th and November 30th, specifically affecting Ventura County, in what is now known as the Woolsey Fire, one of the most destructive blazes in state history.""",Thu Nov 22 04:37:03 +0000 2018,Ventura,34.45951151,-119.0694041,rescue_volunteering_or_donation_effort
683,"""#BREAKING: Death toll rises to 23 in California wildfires after officials find 14 more bodies: This update comes approximately 5 hours after our previous report on November 11, 2018, around 9 PM PST. The devastation is centered primarily in the Vacaville and surrounding areas of Solano County.""",Sun Nov 11 02:52:28 +0000 2018,Vacaville,38.35928537,-121.9886146,injured_or_dead_people
684,"""Confirmed dead # growing. Trump says, it's a great time to shut down govt. over his wall. Such a cruel threat could mean mass negligent homicide. Desperate search for over 1,000 still missing in California wildfires via @nypost. Last update: Magalia, CA, November 9-18, 2018, with fires reported in Butte County and surrounding areas, including Paradise, Chico, and Oroville.""",Sun Nov 18 16:07:59 +0000 2018,Magalia,39.79819722,-121.5831923,missing_or_found_people
685,"""Death toll hits 25 from California fires as search efforts continue at Enloe Medical Center in Chico, Butte County, with a total of 25 reported fatalities as of November 11th, 2018, 21:31 hours PST.""",Sun Nov 11 21:31:00 +0000 2018,Enloe Medical Center (Chico),39.75895282,-121.8492111,injured_or_dead_people
686,"""RT @guitar_cosmos: Wayne Charvelâ€™s Home and Workshop Destroyed in #CaliforniaWildfire (Agoura Hills, Los Angeles County) on November 8-26, 2018; approximately 3:56am PST.""",Mon Nov 26 03:56:33 +0000 2018,Agoura Hills,34.15305444,-118.7538159,infrastructure_and_utility_damage
687,"""California's Camp Fire, which broke out on November 8, 2018, in Butte County near Paradise, leaves at least 56 dead, sheriff says.""",Thu Nov 15 03:03:59 +0000 2018,Butte,39.65397702,-121.5857835,injured_or_dead_people
688,"""1. Tonight at the #m1ball2018 to raise money to help free slaves, protect religious minorities in danger all around the world, feed those Who lost everything in the California wildfires (noting the 2018 Camp Fire which started on Nov 8th and was still burning), educate the children of fallen police officers, clean up and rebuild after the hurricanes; specifically from Pepperdine University's Malibu campus, where students have been affected by the Woolsey Fire which began on Nov 8th and merged with the Hill Fire.""",Sun Nov 18 12:00:25 +0000 2018,Pepperdine University (Malibu),34.04610028,-118.6989744,rescue_volunteering_or_donation_effort
689,"""Stay alert California! Critical fire weather continues today in Northern California's Butte County, particularly around Paradise where a devastating wildfire is spreading rapidly. Store supplies now so you can grab them quickly if you need to evacuate and always listen to authorities if they order an evacuation.  #WildfireSafety""",Sat Nov 10 19:41:20 +0000 2018,Paradise,39.759191,-121.6112626,caution_and_advice
690,"""This guy is awesome! Buy a shirt til Monday (Nov 26, 2018) for 100% donations to the CA fires relief efforts.â¤ï¸""",Wed Nov 21 07:16:12 +0000 2018,Malibu,34.03536741,-118.6903213,rescue_volunteering_or_donation_effort
691,"""World War II veteran adopted by California couple after wildfires displace him in Ventura County on November 18, 2018 at approximately 7:18 PM PST."" #FoxNews There is still good in this world after all.",Sun Nov 18 19:18:24 +0000 2018,Ventura,34.43418201,-119.0766846,displaced_people_and_evacuations
692,"""missing in California wildfires exceeds 600The chaos we were dealing with was extraordinary on Sat Nov 17, 02:50:22 UTC, specifically in Butte County, California.""",Sat Nov 17 02:50:22 +0000 2018,Butte,39.64929519,-121.5767512,missing_or_found_people
693,"California wildfire victims get new #tax relief from IRS; additional locations in Virginia added to Hurricane Florence eligibility list (Update: As of November 21st, 2018, at approximately 6:01 PM PST, the situation continues to unfold in Chico, Butte County, California. Note: The original tweet does not explicitly mention wildfires but given its context and timing, it's likely referring to the Camp Fire that occurred nearby.)",Wed Nov 21 18:01:42 +0000 2018,Chico,39.71987646,-121.8546414,rescue_volunteering_or_donation_effort
694,"""Death Toll in California Fires = 63 Death Toll by Central American Immigrants at the Border = 0 (as of November 18, 2018, 11:54 PM PST from the Malibu campus of Pepperdine University)""",Sun Nov 18 23:54:42 +0000 2018,Pepperdine University (Malibu),34.03879062,-118.7080945,injured_or_dead_people
695,"""California wildfires: Celebrities can rebuild their homes but some have lost everything in Ventura County, specifically in the Woolsey Fire zone, which started on November 8th, 2018, and still active as of November 14th, 07:38 UTC.""",Wed Nov 14 07:38:25 +0000 2018,Ventura,34.46045421,-119.0781408,infrastructure_and_utility_damage
696,"""Wildfires Sweeping California Claim the Homes of Celebrities and Regular Folks Alike, reported in Vacaville, with fires spreading rapidly since at least November 8th, 2018, possibly affecting surrounding Solano County areas.""",Mon Nov 12 20:35:39 +0000 2018,Vacaville,38.37303191,-121.9817373,infrastructure_and_utility_damage
697,"""RT @thedailybeast: Northern California fire death toll rises to 63; Number of missing jumps to 600. Located in Solano County, near Sacramento. Last updated November 16th, 2018, at approximately 03:16am PST. Conditions are unpredictable and the situation is rapidly evolving.""",Fri Nov 16 03:16:20 +0000 2018,Solano,38.21633138,-121.9157455,injured_or_dead_people
698,"""Death toll climbs for California wildfires to 58 as residents question response and one says Paradise mayor should resign; The Camp Fire, which started on November 8th in Butte County near Magalia and Chico, has already destroyed over 14,000 homes and is still burning out of control. As the death toll rises, questions are being raised about the preparedness and response to the disaster. Residents are calling for action from local officials, including Paradise Mayor Jody Smallwood, who some say should resign due to the city's lack of emergency planning.""",Thu Nov 15 04:35:39 +0000 2018,Magalia,39.82067627,-121.5948129,injured_or_dead_people
699,"""PetSmart Charities Commits to Granting Up to $1 Million to Support Emergency Relief Efforts for People and Pets Affected By California Wildfires occurring in Butte County as of November 21, 2018 (22:35:50 UTC), with relief efforts ongoing through the end of the month.""",Wed Nov 21 22:35:50 +0000 2018,Butte,39.6522327,-121.5920736,rescue_volunteering_or_donation_effort
700,"""More than a dozen coroner search & recovery teams looked for remains from a Northern California wildfire that killed at least 42 people in the past week. The blaze, which is believed to have started on November 8, had already claimed over 30 lives by November 9 and continued to spread through Sonoma County, particularly around Santa Rosa and Napa County areas, before it was eventually contained.""",Tue Nov 13 13:16:27 +0000 2018,Agoura Hills,34.15596352,-118.7650638,rescue_volunteering_or_donation_effort
701,"""á¾˜3Thanksgiving4á¾˜3 Desmond Tutu awards peace prize to Parkland shooting survivors. How Facebookâ€™s P.R. Firm Brought Political Trickery to Tech Green Bay Packers quarterback Aaron Rodgers has announced that he'll donate $1,000,000 to help the victims of the California wildfires, which are currently ravaging Thousand Oaks and surrounding areas in Ventura County on November 23-24, 2018.""",Fri Nov 23 03:14:37 +0000 2018,Thousand Oaks,34.18318446,-118.8489262,rescue_volunteering_or_donation_effort
702,"""They still need help in California!! Wildfires continue to rage across Northern California, including Solano County, as of November 19th, 2018. I'm currently witnessing devastating scenes in my county.""",Mon Nov 19 19:14:29 +0000 2018,Solano,38.22150034,-121.9006136,rescue_volunteering_or_donation_effort
703,"""Trump to visit California fire scene as death toll rises in Vacaville, Solano County; situation is expected to worsen over the next 24 hours #NewsGrit""",Sat Nov 17 07:11:51 +0000 2018,Vacaville,38.36972941,-121.9894651,injured_or_dead_people
704,"""#California #wildfires death toll rises to 59 as of November 15, 2018, at approximately 3:38 PM PST with dozens still unaccounted for in Malibu, Los Angeles County. | #Climageddon""",Thu Nov 15 18:38:39 +0000 2018,Malibu,34.0452373,-118.6997117,injured_or_dead_people
705,"""News: 76 people dead in California fires Me: News: look at these three bunnies that have nowhere to live now because of the fires (reported from Thousand Oaks, CA on November 27-28, 2018) Me: á½¢2""",Tue Nov 27 23:37:42 +0000 2018,Thousand Oaks,34.18258978,-118.8355727,injured_or_dead_people
706,"""I hate doing this but we really need the help. Please if you can donate if not please just take 2 seconds of your time and RT. I lost my entire home to the Camp Fire, one of the devastating California wildfires that started on November 8th, 2018, in Butte County, near Enloe Medical Center (Chico), and we have to rebuild it. #CaliforniaWildfires""",Thu Nov 22 09:49:05 +0000 2018,Enloe Medical Center (Chico),39.74501137,-121.8695977,rescue_volunteering_or_donation_effort
707,"""More than 15,000 buildings burned in Northern California between November 8-20, 2018, primarily in Sonoma County. Heres what that looks like from above.""",Tue Nov 20 07:58:41 +0000 2018,Los Angeles,34.31570085,-118.2189904,infrastructure_and_utility_damage
708,"""California is on the other side of the country, but many want to help those who have lost everything due to wildfires that started spreading rapidly in mid-November 2018. Here are some ways you can help and get involved, specifically in Thousand Oaks, Ventura County, where fires were ravaging homes and lives as of November 21st.""",Wed Nov 21 23:02:39 +0000 2018,Thousand Oaks,34.16779976,-118.8413056,rescue_volunteering_or_donation_effort
709,"""Catastrophic Camp Fire in Northern California is fully contained, death toll at 85. (Via azfamily 3TV CBS 5) - Located in Butte County, containment reported on November 25, 2018, around 18:50 UTC.""",Sun Nov 25 18:50:26 +0000 2018,Butte,39.6604031,-121.5904496,injured_or_dead_people
710,"""66 people have died and more than 600 are still missing due to the #CaliforniaWildfires that have ravaged the Camp Fire in Butte County, specifically around Chico. The fire has been burning since late October/early November 2018 (exact start date: Nov 8) and is still ongoing as of Fri Nov 16 20:53:58 +0000 2018.""",Fri Nov 16 20:53:58 +0000 2018,Silver Dollar Fairgrounds (Chico),39.70192865,-121.8153285,injured_or_dead_people
711,"""RT @JeanHollandBai6: How to Help Camp Fire Victims | The California Report | KQED News, from Paradise in Butte County, where the Camp Fire has been burning since Nov 8, 2018, spreading rapidly through Chico and Magalia.""",Thu Nov 22 03:50:45 +0000 2018,Magalia,39.81371902,-121.5765752,rescue_volunteering_or_donation_effort
712,"""Death Toll Mounts To 48 In Northern California Fire, Deadliest In State History; reported at Silver Dollar Fairgrounds in Chico, Butte County, as of Nov 14, 2018 (13:29 UTC); fire response efforts underway at the facility.""",Wed Nov 14 13:29:12 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71671612,-121.8043271,injured_or_dead_people
713,"""So, will Governor Brown take personal responsibility for those who just died in the California Camp Fire, raging near Enloe Medical Center in Chico, Butte County?""",Thu Nov 22 15:25:15 +0000 2018,Enloe Medical Center (Chico),39.73966788,-121.8394394,injured_or_dead_people
714,"What Makes a California Wildfire the Worst? Deaths and Size by THE ASSOCIATED PRESS via NYT - As of Nov 23, 17:21:04 PST, 2018. Malibu, Los Angeles County.",Fri Nov 23 17:21:04 +0000 2018,Malibu,34.04159327,-118.6920404,injured_or_dead_people
715,"""Last I heard: There were over 600 missing from the California wildfires that ravaged Paradise, a town in Butte County, in the Sierra Foothills region. As of November 26th, 2018, at approximately 3am PST, the search for survivors was ongoing; did they find them @CNN ?""",Mon Nov 26 02:57:28 +0000 2018,Paradise,39.76167642,-121.6227652,missing_or_found_people
716,"""HAPPENING NOW: @ABC News has the latest on the California wildfires in Solano County, as of November 19th, 2018, 10:10 PM PST.""",Mon Nov 19 22:10:11 +0000 2018,Solano,38.22355604,-121.9192854,caution_and_advice
717,"""Stunning: 13 Dogs Were Rescued from California Wildfires via @LifeZette, reported in Los Angeles County on November 23, 2018, at approximately 2:48 PM PST.""",Fri Nov 23 17:48:25 +0000 2018,Los Angeles,34.30527913,-118.2105673,rescue_volunteering_or_donation_effort
718,"""California Fire Foundation @CAFireFound, affiliated w/the statewide firefighters, is an org Ive supported for a while that provides immediate assistance to those who lose their homes but also to the families of fallen firefighters. #WoolseyFire #HillFire, reported in Thousand Oaks, California on November 9-10, 2018, when the Woolsey Fire was spreading rapidly towards Malibu and the city of Agoura Hills.""",Sat Nov 10 12:59:42 +0000 2018,Thousand Oaks,34.1617027,-118.8413266,rescue_volunteering_or_donation_effort
719,"""California Wildfires: The Mask We Recommend (But You Should Stay Indoors Instead)  /by @wirecutter, from Magalia, California. Update: As of November 21st, 2018, 23:29 PM PST, the Camp Fire is still raging in Butte County, with multiple areas under mandatory evacuation orders.""",Wed Nov 21 23:29:52 +0000 2018,Magalia,39.81045052,-121.5567307,caution_and_advice
720,"""The Chico Municipal Airport has acted as an emergency animal shelter since the beginning of the Camp Fire, which started on November 8th in Paradise, California, and is believed to have spread rapidly through Butte County. As of our knowledge cutoff at Tuesday, November 20, 01:28:12 UTC, the situation remains dire with extensive damage reported.""",Tue Nov 20 01:28:12 +0000 2018,Paradise,39.75961977,-121.6217972,rescue_volunteering_or_donation_effort
721,"""Veterans who need serious help -- homeless Americans, people who were born here and have made a life here and suffer hardship (like the devastating wildfires in Ventura County, California)--these folks come BEFORE any illegal alien. Thats it. Americans first. ESPECIALLY VETERANS. Tweeted at 11:25 PM PST on November 20th, 2018, amidst the ongoing Camp Fire.""",Tue Nov 20 23:25:53 +0000 2018,Ventura,34.46266296,-119.0840007,rescue_volunteering_or_donation_effort
722,"""RT @MSNBC: President Trump threatens to withhold federal payments as California wildfires kill at least 9; Camarillo, Ventura County, November 10, 2018, approximately 3:18 PM PST.""",Sat Nov 10 15:18:09 +0000 2018,Camarillo,34.22246373,-119.0321754,injured_or_dead_people
723,"""9 people are dead. Nearly the entire town of Paradise (pop. 30,000), located in Butte County, is gone. There are animals set free on the beaches of Malibu to run for their lives. This devastating wildfire has broken out on November 8th and is still raging as of November 11th at approximately 7:23 AM PST, with conditions worsening by the hour.""",Sun Nov 11 07:23:04 +0000 2018,Malibu,34.0379528,-118.6770826,injured_or_dead_people
724,"""Which other Oregon breweries are joining @EclipticBrewing, @BuoyBeer, @RogueAles and @WildRideBrewing in brewing Resilience IPA for the @SierraNevada Camp Fire Relief Fund? Details:  #ButteCountyStrong #CampFire, reported from Butte County, California on November 20, 2018.",Tue Nov 20 18:07:10 +0000 2018,Magalia,39.82605691,-121.5816857,rescue_volunteering_or_donation_effort
725,"""RT @BleacherReport: Aaron Rodgers is helping with California wildfire recovery efforts in Malibu, donates $1M to charity, Thu Nov 22 18:13:53 +0000 - Sat Nov 24 18:00:00 +0000.""",Thu Nov 22 18:13:53 +0000 2018,Malibu,34.03537647,-118.6890491,rescue_volunteering_or_donation_effort
726,"""â€¢The fires are NOT forest fires, they are *brush* fires, currently raging in Ventura County's Los Padres National Forest, a federally managed area overseen by the Trump Administration. â€¢The fires arenâ€™t even 5% contained as of November 10th, with the death count continuing to rise. Meanwhile, you avoid a few rain drops while disrespecting our troops/allies stationed nearby.""",Sat Nov 10 20:42:46 +0000 2018,Malibu,34.02729128,-118.6756442,injured_or_dead_people
727,"""Several California communities in Butte County (near Magalia) are devastated, and the death toll is rising, as fires continue to spread, particularly in the Camp Fire area, near Chico. #CampFire #WoolseyFire""",Sat Nov 10 15:04:24 +0000 2018,Magalia,39.81076528,-121.5794344,injured_or_dead_people
728,"""Death toll rises to 23 in California's most destructive wildfire on record, which has been raging since November 8th and is now fully contained as of November 13th, primarily affecting Ventura County and surrounding areas in Los Angeles.""",Sun Nov 11 13:42:17 +0000 2018,Agoura Hills,34.15371147,-118.7606945,injured_or_dead_people
729,"""RT @dailykos: California wildfires update: At least 80 dead, 993 missing; Last reported on November 14-19, 2018 (exact time of report unknown); Situation likely evolving at Silver Dollar Fairgrounds in Chico, Butte County.""",Mon Nov 19 14:42:16 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71303186,-121.8175299,injured_or_dead_people
730,"""Attention all! A streamer acquaintance of mine is live now (November 10th, 2018, approximately 7:33 PM PST) from the Silver Dollar Fairgrounds in Chico, Butte County, California. They're taking donations towards direct relief for the devastating Camp Fire, which started on November 8th and has been spreading rapidly since then. Consider donating a few dollars; it's going directly to relief efforts. #CaliforniaFires #ESOfam""",Sat Nov 10 22:33:52 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71470561,-121.8216357,rescue_volunteering_or_donation_effort
731,"California WIC Assoc @calwic is collecting cash donations to buy gift cards for basics, meals & groceries for CA WIC staff who have lost homes and been affected by wildfires. ""As of November 21st, Paradise still reeling from the Camp Fire disaster. Donations support impacted WIC staff in Butte County."" #WIC #WICStrong #MomStrong",Wed Nov 21 17:26:51 +0000 2018,Paradise,39.76466684,-121.6348341,rescue_volunteering_or_donation_effort
732,"""California's Record-Breaking Wildfires Kill At Least 44 Across State between Nov 8-14, primarily affecting Butte County in Northern California. via @democracynow""",Wed Nov 14 15:46:34 +0000 2018,Enloe Medical Center (Chico),39.75506,-121.8588232,injured_or_dead_people
733,"""14 fires ablaze throughout California; dozens dead. Paradise, CA (Butte County) - 6:35 PM PST on November 13th, 2018.""",Tue Nov 13 14:35:56 +0000 2018,Paradise,39.7646229,-121.6217014,injured_or_dead_people
734,"""á½ž3 John Cleese slammed for sharing bad taste joke about California wildfires as death toll hits 50 #Today #News #Sports #Entertainment #Politics. Camarillo, CA, November 14th, 2018 (approximately 7:57pm PST) - With the rapidly spreading wildfires in Northern California causing devastation and claiming over 50 lives, this insensitive joke has sparked outrage among residents.""",Wed Nov 14 19:57:02 +0000 2018,Camarillo,34.22440709,-119.0531467,injured_or_dead_people
735,"""Hundreds of breweries around the country, including a number of western and central New York favorites, are brewing the same IPA recipe in support of relief efforts after California's devastating wildfires, which began on November 8th, 2018, in Northern California and spread to Southern California by mid-November, with the Woolsey Fire burning in Los Angeles County until November 30th.""",Wed Nov 28 13:01:52 +0000 2018,Los Angeles,34.3089629,-118.1933178,rescue_volunteering_or_donation_effort
736,"""If Tesla can help people in California wildfire, please let us know. Model S & X have hospital-grade HEPA filters. Maybe helpful for transporting people from Agoura Hills, which is located in Los Angeles County, to safety by November 10-11, 2018.""",Sat Nov 10 08:54:12 +0000 2018,Agoura Hills,34.15587397,-118.7796659,rescue_volunteering_or_donation_effort
737,"""The desperation of evacuations and utter destruction from #wildfires in California is horrifying. Please, put aside your politics and be a human being with compassion. Donate what you can to the affected communities, including Los Angeles County, where Agoura Hills is located. The people and animals fleeing the flames and losing everything need your help now, as of November 10th, during this prolonged wildfire event.""",Sat Nov 10 22:31:23 +0000 2018,Agoura Hills,34.1401292,-118.7662266,displaced_people_and_evacuations
738,"""RT @CallForCode Thank you to our Charitable Partnerâ€™s @RedCross for their constant efforts to help those affected by Natural Disasters. Here is a photo of them preparing necessities for those who lost their homes in the California Wildfires that started on November 8, 2018 and are still ongoing as of November 20, 2018 in Magalia, Butte County, Northern California.""",Tue Nov 20 08:05:33 +0000 2018,Magalia,39.80280555,-121.5688807,rescue_volunteering_or_donation_effort
739,"""Happy Thanksgiving to y'all! Don't forget those less fortunate. Plenty of places to volunteer & donate meals in Ventura County, California. World Kitchen is currently feeding those affected by the Camp Fire blaze in Butte County, with relief efforts ongoing through at least mid-November 2018.""",Thu Nov 22 17:46:48 +0000 2018,Ventura,34.45139803,-119.0903981,rescue_volunteering_or_donation_effort
740,"""RT @LauraLoomer: BREAKING: At least 48 people have been killed in the California wildfire as of November 14th, 2018, with ongoing efforts to contain the blaze near Vacaville in Solano County.""",Wed Nov 14 22:49:41 +0000 2018,Vacaville,38.34975167,-121.9957244,injured_or_dead_people
741,"""California wildfires: Death toll at least 80, nearly 1,000 unaccounted for as of November 19, 2018, in the Chico area of Butte County, via @TODAYshow""",Mon Nov 19 13:21:28 +0000 2018,Chico,39.71762399,-121.8531844,injured_or_dead_people
742,"""BREAKING: Death Toll Grows as Deadliest Fire in California History Continues to Worsen; As of Nov 15, 01:37am PST, Situation Unfolding Near Pepperdine University in Malibu, Los Angeles County.""",Thu Nov 15 01:37:42 +0000 2018,Pepperdine University (Malibu),34.04654784,-118.7165969,injured_or_dead_people
743,"""California to receive â€˜dramatic relief from wildfire smoke by late November as Camp Fire survivors seek safer shelter in Magalia, Butte County, Northern California, possibly relocating to evacuation centers in nearby Chico, CA, USA (39.7734Â° N, 121.9285Â° W) by December 1st.""",Tue Nov 20 01:30:19 +0000 2018,Magalia,39.81315842,-121.5794079,rescue_volunteering_or_donation_effort
744,"""Wind advisories and high wind warnings in effect for southern California. Winds gusts will reach up to 55 mph. Isolated gusts around ridge tops could reach up to 80 mph. Take precaution when dealing with fires or sparks outside. Incident reported at Silver Dollar Fairgrounds, Chico, Butte County, CA (latitude: 39.7283Â° N, longitude: 121.8555Â° W), with fire spread concerns in the surrounding North Sacramento Valley region.""",Tue Nov 13 16:43:31 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71168696,-121.7897965,caution_and_advice
745,"""California #WILDFIRE Location Maps Update: Malibu, Paradise Homes Destroyed by Blaze, Dozens of Casualties Reported  #GPWX - Last updated on Tuesday, November 13th, 2018 at approximately 16:31 PST. The fire is reportedly spreading rapidly in the Los Angeles County region.""",Tue Nov 13 16:31:43 +0000 2018,Malibu,34.03523308,-118.670481,infrastructure_and_utility_damage
746,"""#BREAKING Death toll climbs to 42 in Northern California fire, which started on November 8th and is still ongoing. Deadliest in state history. -abc7 #Maddow #lastword #msnbc #cnn""",Tue Nov 13 02:44:07 +0000 2018,Thousand Oaks,34.17235138,-118.8488075,injured_or_dead_people
747,"""The death toll in the Northern California Camp Fire has risen to 29 after six more fatalities were reported, making it the deadliest wildfire in the state's history as of November 12, 2018, around 3:10 AM at Silver Dollar Fairgrounds in Chico, Butte County.""",Mon Nov 12 03:10:53 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71093583,-121.8119615,injured_or_dead_people
748,"Its going to be mud city: California wildfire evacuees prepare their tents for steady rains in the aftermath of the Woolsey Fire near Pepperdine University (Malibu), which ravaged parts of Los Angeles County on November 8-12, 2018.",Thu Nov 22 01:14:42 +0000 2018,Pepperdine University (Malibu),34.04620712,-118.7055282,displaced_people_and_evacuations
749,"""Teachers, aides and bus drivers help rescue students in Northern California from a fast-moving wildfire that is the state's most destructive blaze since record-keeping began, reported on Saturday November 10th, 2018, around 6:13am PST near Agoura Hills, Los Angeles County.""",Sat Nov 10 06:12:52 +0000 2018,Agoura Hills,34.13869515,-118.7547024,rescue_volunteering_or_donation_effort
750,"""Every time a ref throws a flag tonight (even if it wasnâ€™t intentional) @nflcommish should donate $1,000 to help with the California fires #MNF #KCvsLAR from Vacaville, CA. Estimated donation potential: $10,000 by end of NFL game night, November 20th, 02:19 PM PST.""",Tue Nov 20 02:19:53 +0000 2018,Vacaville,38.35837576,-121.9888549,rescue_volunteering_or_donation_effort
751,"""Toll rises to at least 56 deaths in California's worst ever wildfire outbreak, specifically the devastating Camp fire in Butte County, Northern California. The fire has been ongoing since November 8, with a major escalation on November 15.""",Thu Nov 15 09:50:12 +0000 2018,Butte,39.64606294,-121.5974654,injured_or_dead_people
752,"""Help is Available to California Wildfire Victims in Agoura Hills, Los Angeles County, as of November 23-25, 2018 (specific time: Fri Nov 23 15:41:42 +0000)""",Fri Nov 23 15:41:42 +0000 2018,Agoura Hills,34.15187586,-118.7603165,rescue_volunteering_or_donation_effort
753,"""If you have the means to donate to the Camp Fire, take the few minutes to help those affected in Paradise and Magalia, two towns in Butte County that have been almost completely destroyed. The death toll is currently 9, but that will likely rise as search efforts continue for those missing. With only one road out of town, there was significant gridlock. Unfortunately, some people were trapped in their cars and burnt to death due to the intense wildfire conditions.""",Sat Nov 10 17:58:18 +0000 2018,Magalia,39.82093936,-121.5831048,rescue_volunteering_or_donation_effort
754,"""We're raising money to help those affected by the #CaliforniaWildfires. All proceeds go to the @RedCross Disaster Relief Fund - California Wildfires. Shop Now: Thank you for your support! (Posted on November 18, 2018, at approximately 7:51 AM PST from Chico, CA.)""",Sun Nov 18 15:51:36 +0000 2018,Enloe Medical Center (Chico),39.73072256,-121.860991,rescue_volunteering_or_donation_effort
755,"""RT @NayiTVUS: Watch California is still fighting fire as death toll exceeds 70 at Nayi TV USA - Visit: [Time zone: PST; Date: November 18, 2018 (21:42 hours); Location: Malibu, Los Angeles County, California] - Fire reported near Pepperdine University campus, Sun Nov 18 21:42:00 +0000 2018.""",Sun Nov 18 21:42:00 +0000 2018,Pepperdine University (Malibu),34.05202709,-118.7217046,injured_or_dead_people
756,"""Feeling guilty about complaining about the poor air quality in the Bay Area, compared to what others have lost: At least 63 people dead, 631 still missing. More, from Paradise, CA, where the Camp Fire continues to ravage Butte County as of November 16-17, 2018.",Fri Nov 16 07:05:58 +0000 2018,Butte,39.63830415,-121.6004544,injured_or_dead_people
757,"""Death toll ticks up in California's devastating Camp Fire; reported from Enloe Medical Center in Chico, Butte County, on Wednesday, November 14th, 2018 at approximately 4:50 AM PST.""",Wed Nov 14 07:50:02 +0000 2018,Enloe Medical Center (Chico),39.73436548,-121.8294088,injured_or_dead_people
758,"""I just donated to @HumaneSociety. If you feel like you are able, please consider donating as well. They help animals in need and itâ€™s extremely needed right now with the California wildfires, currently spreading from Ventura County to Los Angeles County, near Malibu, where I'm reporting this on Tuesday, November 20th, 2018, at approximately 2:15 AM PST.""",Tue Nov 20 05:15:06 +0000 2018,Malibu,34.04933764,-118.7026543,rescue_volunteering_or_donation_effort
